"Mineral Name","Mineral Name (plain)","RRUFF Chemistry (plain)","IMA Chemistry (plain)","RRUFF Chemistry (concise)","IMA Chemistry (concise)","Chemistry Elements","Year First Published","Crystal Systems","Space Groups","Oldest Known Age (Ma)","IMA Mineral Symbol","Paragenetic Modes"
"Lauraniite","Lauraniite","Cu2+6Cd2+2(S6+O4)2(OH)12·5H2O","Cu6Cd2(SO4)2(OH)12·5H2O","Cu^2+^_6_Cd^2+^_2_(S^6+^O_4_)_2_(OH)_12_·5H_2_O","Cu_6_Cd_2_(SO_4_)_2_(OH)_12_·5H_2_O","Cu Cd S O H","2019","monoclinic","P2_1/c","","Lra","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Laurelite","Laurelite","Pb2+7F12Cl2","Pb7F12Cl2","Pb^2+^_7_F_12_Cl_2_","Pb_7_F_12_Cl_2_","Pb F Cl","1988","hexagonal","P-6","56","Lrl","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Laurentianite","Laurentianite","Na3Nb5+3Si4O17·9H2O","[NbO(H2O)]3(Si2O7)2[Na(H2O)2]3","Na_3_Nb^5+^_3_Si_4_O_17_·9H_2_O","[NbO(H_2_O)]_3_(Si_2_O_7_)_2_[Na(H_2_O)_2_]_3_","Nb O H Si Na","2010","hexagonal","P3","124","Lre","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
"Laurentthomasite","Laurentthomasite","Mg2K(Be2Al)Si12O30","Mg2K(Be2Al)Si12O30","Mg_2_K(Be_2_Al)Si_12_O_30_","Mg_2_K(Be_2_Al)Si_12_O_30_","Mg K Be Al Si O","2019","hexagonal","P6/mcc","","Ltm","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
"Laurionite","Laurionite","Pb2+Cl(OH)","PbCl(OH)","Pb^2+^Cl(OH)","PbCl(OH)","Pb Cl O H","1887","orthorhombic","Pcmn|Pbnm, Pnam","1790","Lri","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM56 - Slag and smelter minerals"
"Laurite","Laurite","Ru2+(S2)2-","RuS2","Ru^2+^(S_2_)^2-^","RuS_2_","Ru S","1866","cubic","Pa3","3254","Lrt","Abiotic, Primary, Secondary; Stage 3a: Earth's earliest Hadean crust, PM7 - Ultramafic igneous rocks, Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites, PM37 - Layered igneous formations, Stage 5: Initiation of plate tectonics, PM38 - Ophiolites"
"Lausenite","Lausenite","Fe3+2(S6+O4)3·5H2O","Fe3+2(SO4)3·5H2O","Fe^3+^_2_(S^6+^O_4_)_3_·5H_2_O","Fe^3+^_2_(SO_4_)_3_·5H_2_O","Fe S O H","1928","monoclinic","P2_1/m","0","Lse","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
"Lautarite","Lautarite","Ca(I5+O3)2","Ca(IO3)2","Ca(I^5+^O_3_)_2_","Ca(IO_3_)_2_","Ca I O","1891","monoclinic","P2_1/n","","Ltr","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM25 - Evaporites (prebiotic)"
"Lautenthalite","Lautenthalite","Pb2+Cu2+4(S6+O4)2(OH)6·3H2O","PbCu4(SO4)2(OH)6·3H2O","Pb^2+^Cu^2+^_4_(S^6+^O_4_)_2_(OH)_6_·3H_2_O","PbCu_4_(SO_4_)_2_(OH)_6_·3H_2_O","Pb Cu S O H","1983","monoclinic","P2_1/c","367","Lth","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals, PM56 - Slag and smelter minerals"
"Lautite","Lautite","CuAsS","CuAsS","CuAsS","CuAsS","Cu As S","1881","orthorhombic","Pnma|Pna2_1","1800","Ltt","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
"Lavendulan","Lavendulan","NaCaCu2+5(As5+O4)4Cl·5H2O","NaCaCu5(AsO4)4Cl·5H2O","NaCaCu^2+^_5_(As^5+^O_4_)_4_Cl·5H_2_O","NaCaCu_5_(AsO_4_)_4_Cl·5H_2_O","Na Ca Cu As O Cl H","1837","monoclinic","P2_1/n","2709","Lvd","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals, PM56 - Slag and smelter minerals"
"Låvenite","Lavenite","(Na,Ca)2(Mn2+,Fe2+)(Zr4+,Ti4+,Nb5+)(Si2O7)(O,F)2","(Na,Ca)4(Mn2+,Fe2+)2(Zr,Ti,Nb)2(Si2O7)2(O,F)4","(Na,Ca)_2_(Mn^2+^,Fe^2+^)(Zr^4+^,Ti^4+^,Nb^5+^)(Si_2_O_7_)(O,F)_2_","(Na,Ca)_4_(Mn^2+^,Fe^2+^)_2_(Zr,Ti,Nb)_2_(Si_2_O_7_)_2_(O,F)_4_","Na Ca Mn Fe Zr Ti Nb Si O F","1884","monoclinic","P2_1/a","2500","Låv","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Laverovite","Laverovite","K2NaMn2+7Zr4+2(Si4O12)2O2(OH)4F","K2NaMn7Zr2(Si4O12)2O2(OH)4F","K_2_NaMn^2+^_7_Zr^4+^_2_(Si_4_O_12_)_2_O_2_(OH)_4_F","K_2_NaMn_7_Zr_2_(Si_4_O_12_)_2_O_2_(OH)_4_F","K Na Mn Zr Si O H F","2018","triclinic","P-1","124","Lvv","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Lavinskyite","Lavinskyite","K(LiCu2+)Cu2+6(Si4O11)2(OH)4","K(LiCu)Cu6(Si4O11)2(OH)4","K(LiCu^2+^)Cu^2+^_6_(Si_4_O_11_)_2_(OH)_4_","K(LiCu)Cu_6_(Si_4_O_11_)_2_(OH)_4_","K Li Cu Si O H","2012","orthorhombic","Pcnb","1010","Lvs","Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM22 - Near-surface hydration"
"Lavoisierite","Lavoisierite","Mn2+8[Al10(Mn3+Mg)][Si11P]O44(OH)12","Mn2+8[Al10(Mn3+Mg)][Si11P]O44(OH)12","Mn^2+^_8_[Al_10_(Mn^3+^Mg)][Si_11_P]O_44_(OH)_12_","Mn^2+^_8_[Al_10_(Mn^3+^Mg)][Si_11_P]O_44_(OH)_12_","Mn Al Mg Si P O H","2012","orthorhombic","Pnmm","","Lvo","Abiotic; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
"Lavrentievite","Lavrentievite","Hg3S2Cl2","Hg3S2Cl2","Hg_3_S_2_Cl_2_","Hg_3_S_2_Cl_2_","Hg S Cl","1984","triclinic|monoclinic","","365.5","Lvr","Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, PM33 - Hydrothermal metal deposits"
"Lawrencite","Lawrencite","Fe2+Cl2","FeCl2","Fe^2+^Cl_2_","FeCl_2_","Fe Cl","1877","hexagonal","R-3m","4620","Law","Biotic, Secondary; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
"Lawsonbauerite","Lawsonbauerite","Mn2+9Zn2+4(S6+O4)2(OH)22·8H2O","Mn2+9Zn4(SO4)2(OH)22·8H2O","Mn^2+^_9_Zn^2+^_4_(S^6+^O_4_)_2_(OH)_22_·8H_2_O","Mn^2+^_9_Zn_4_(SO_4_)_2_(OH)_22_·8H_2_O","Mn Zn S O H","1979","monoclinic","P2_1/c","1180","Lwb","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Lawsonite","Lawsonite","CaAl2Si2O7(OH)2·H2O","CaAl2(Si2O7)(OH)2·H2O","CaAl_2_Si_2_O_7_(OH)_2_·H_2_O","CaAl_2_(Si_2_O_7_)(OH)_2_·H_2_O","Ca Al Si O H","1895","orthorhombic|monoclinic","Cmcm|Ccmm, P2_1/m","2485","Lws","Abiotic, Secondary; Stage 3b: Earth's earliest hydrosphere, PM16 - Low-T aqueous alteration, Stage 5: Initiation of plate tectonics, PM39 - High-P metamorphism, PM40 - Regional metamorphism, PM41 - Mantle metasomatism"
"Lazaraskeite","Lazaraskeite","Cu2+(C2H3O3)1-2","Cu(C2H3O3)2","Cu^2+^(C_2_H_3_O_3_)^1-^_2_","Cu(C_2_H_3_O_3_)_2_","Cu C H O","2019","monoclinic","","","Lza","Biotic, Secondary; Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM53 - Other minerals with taphonomic origins"
"Lazarenkoite","Lazarenkoite","CaFe3+As3+3O7·3H2O","CaFe3+As3+3O7·3H2O","CaFe^3+^As^3+^_3_O_7_·3H_2_O","CaFe^3+^As^3+^_3_O_7_·3H_2_O","Ca Fe As O H","1980","orthorhombic","","412","Laz","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Lazaridisite","Lazaridisite","(Cd2+S6+O4)3·8H2O","Cd3(SO4)3·8H2O","(Cd^2+^S^6+^O_4_)_3_·8H_2_O","Cd_3_(SO_4_)_3_·8H_2_O","Cd S O H","2012","","","20.2","Lrd","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Lazerckerite","Lazerckerite","Ag1+3.75Pb2+4.50(Sb3+7.75Bi3+4)S2-24","Ag3.75Pb4.50(Sb7.75Bi4)S24","Ag^1+^_3.75_Pb^2+^_4.50_(Sb^3+^_7.75_Bi^3+^_4_)S^2-^_24_","Ag_3.75_Pb_4.50_(Sb_7.75_Bi_4_)S_24_","Ag Pb Sb Bi S","2023","monoclinic","P2_1/n","","Lze",""
"Lazulite","Lazulite","MgAl2(PO4)2(OH)2","MgAl2(PO4)2(OH)2","MgAl_2_(PO_4_)_2_(OH)_2_","MgAl_2_(PO_4_)_2_(OH)_2_","Mg Al P O H","1795","monoclinic","P2_1/c","2598","Lzl","Abiotic, Primary, Secondary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism"
"Lazurite","Lazurite","Na7Ca(Al6Si6O24)(S6+O4)(S3)1-·H2O","Na7Ca(Al6Si6O24)(SO4)(S3)1-·H2O","Na_7_Ca(Al_6_Si_6_O_24_)(S^6+^O_4_)(S_3_)^1-^·H_2_O","Na_7_Ca(Al_6_Si_6_O_24_)(SO_4_)(S_3_)^1-^·H_2_O","Na Ca Al Si O S H","1891","cubic|orthorhombic, triclinic","P-43n|P23, P1, Pnaa","1600","Lzr","Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism"
"Lead","Lead","Pb","Pb","Pb","Pb","Pb","0","cubic","Fm3m","2644","Pb","Abiotic, Biotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM26 - Hadean detrital minerals, PM29 - Lightning-generated minerals, PM33 - Hydrothermal metal deposits, Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites, Stage 5: Initiation of plate tectonics, PM38 - Ophiolites, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, PM53 - Other minerals with taphonomic origins, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
"Leadamalgam","Leadamalgam","HgPb2","HgPb2","HgPb_2_","HgPb_2_","Hg Pb","1981","tetragonal","I4/mmm","367","Lam","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
"Leadhillite","Leadhillite","Pb2+4(S6+O4)(CO3)2(OH)2","Pb4(SO4)(CO3)2(OH)2","Pb^2+^_4_(S^6+^O_4_)(CO_3_)_2_(OH)_2_","Pb_4_(SO_4_)(CO_3_)_2_(OH)_2_","Pb S O C H","1832","monoclinic","P2_1/a","2500","Lhi","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Lechatelierite","Lechatelierite","SiO2","SiO2","SiO_2_","SiO_2_","Si O","1915","amorphous","","2680","Lch","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM29 - Lightning-generated minerals, PM30 - Terrestrial impact minerals"
"Lecontite","Lecontite","(N3-H4)Na(S6+O4)·2H2O","(NH4)Na(SO4)·2H2O","(N^3-^H_4_)Na(S^6+^O_4_)·2H_2_O","(NH_4_)Na(SO_4_)·2H_2_O","N H Na S O","1858","orthorhombic","P2_12_12_1","","Lcn","Biotic, Secondary; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM52 - Guano- and urine-derived minerals"
"Lecoqite-(Y)","Lecoqite-(Y)","Na3Y(CO3)3·6H2O","Na3Y(CO3)3·6H2O","Na_3_Y(CO_3_)_3_·6H_2_O","Na_3_Y(CO_3_)_3_·6H_2_O","Na Y C O H","2008","hexagonal","P6_3","252","Lec-Y","Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM22 - Near-surface hydration, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Leesite","Leesite","K(H2O)2[(U6+O2)4O2(OH)5]·3H2O","K(H2O)2[(UO2)4O2(OH)5]·3H2O","K(H_2_O)_2_[(U^6+^O_2_)_4_O_2_(OH)_5_]·3H_2_O","K(H_2_O)_2_[(UO_2_)_4_O_2_(OH)_5_]·3H_2_O","K H O U","2016","orthorhombic","Pbca","251","Lee","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Lefontite","Lefontite","Fe2+2Al2Be(PO4)2(OH)6","Fe2Al2Be(PO4)2(OH)6","Fe^2+^_2_Al_2_Be(PO_4_)_2_(OH)_6_","Fe_2_Al_2_Be(PO_4_)_2_(OH)_6_","Fe Al Be P O H","2014","orthorhombic","Cmca","582","Lef","Abiotic, Biotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM22 - Near-surface hydration, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Legrandite","Legrandite","Zn2+2As5+O4(OH)·H2O","Zn2(AsO4)(OH)·H2O","Zn^2+^_2_As^5+^O_4_(OH)·H_2_O","Zn_2_(AsO_4_)(OH)·H_2_O","Zn As O H","1932","monoclinic","P2_1/c","2700","Leg","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM56 - Slag and smelter minerals"
"Leguernite","Leguernite","Bi3+38O42(S6+O4)15","Bi12.67O14(SO4)5","Bi^3+^_38_O_42_(S^6+^O_4_)_15_","Bi_12.67_O_14_(SO_4_)_5_","Bi O S","2013","monoclinic","P2","","Lg","Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
"Lehmannite","Lehmannite","Na18Cu2+12Ti4+O8(As5+O4)8FCl5","Na18Cu12TiO8(AsO4)8FCl5","Na_18_Cu^2+^_12_Ti^4+^O_8_(As^5+^O_4_)_8_FCl_5_","Na_18_Cu_12_TiO_8_(AsO_4_)_8_FCl_5_","Na Cu Ti O As F Cl","2018","monoclinic","C2/m","3.6E-5","Leh","Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
"Lehnerite","Lehnerite","Mn2+(U6+O2)2(PO4)2·8H2O","Mn2+(UO2)2(PO4)2·8H2O","Mn^2+^(U^6+^O_2_)_2_(PO_4_)_2_·8H_2_O","Mn^2+^(UO_2_)_2_(PO_4_)_2_·8H_2_O","Mn U O P H","1986","monoclinic","P2_1/n","561","Lh","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Leifite","Leifite","Na7Be2(Si15Al3)O39(F,OH)2","Na7Be2(Si15Al3)O39(F,OH)2","Na_7_Be_2_(Si_15_Al_3_)O_39_(F,OH)_2_","Na_7_Be_2_(Si_15_Al_3_)O_39_(F,OH)_2_","Na Be Si Al O F H","1915","hexagonal","P-3m1","1267","Lf","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Leightonite","Leightonite","K2Ca2Cu2+(S6+O4)4·2H2O","K2Ca2Cu(SO4)4·2H2O","K_2_Ca_2_Cu^2+^(S^6+^O_4_)_4_·2H_2_O","K_2_Ca_2_Cu(SO_4_)_4_·2H_2_O","K Ca Cu S O H","1938","monoclinic","C2/c","541","Lgh","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Leisingite","Leisingite","Cu2+2MgTe6+O6·6H2O","Cu2MgTe6+O6·6H2O","Cu^2+^_2_MgTe^6+^O_6_·6H_2_O","Cu_2_MgTe^6+^O_6_·6H_2_O","Cu Mg Te O H","1995","hexagonal","P-31m","32","Lei","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
"Leiteite","Leiteite","Zn2+As3+2O4","ZnAs3+2O4","Zn^2+^As^3+^_2_O_4_","ZnAs^3+^_2_O_4_","Zn As O","1976","monoclinic","P2_1/c","541","Lt","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM56 - Slag and smelter minerals"
"Lemanskiite","Lemanskiite","NaCaCu2+5(As5+O4)4Cl·3H2O","NaCaCu5(AsO4)4Cl·3H2O","NaCaCu^2+^_5_(As^5+^O_4_)_4_Cl·3H_2_O","NaCaCu_5_(AsO_4_)_4_Cl·3H_2_O","Na Ca Cu As O Cl H","1999","tetragonal|monoclinic","P4_122","20.2","Lmk","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Lemmleinite-Ba","Lemmleinite-Ba","Na4K4Ba2+xTi4+8(Si4O12)4(O,OH)8·8H2O","Na4K4Ba2+xTi8(Si4O12)4(OH,O)8·8H2O","Na_4_K_4_Ba_2+x_Ti^4+^_8_(Si_4_O_12_)_4_(O,OH)_8_·8H_2_O","Na_4_K_4_Ba_2+x_Ti_8_(Si_4_O_12_)_4_(OH,O)_8_·8H_2_O","Na K Ba Ti Si O H","1998","monoclinic","C2/m|Cm, I2/m","500","Lem-Ba","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Lemmleinite-K","Lemmleinite-K","Na4K8Ti4+8(Si4O12)4(O,OH)8·8H2O","Na4K8Ti8(Si4O12)4(OH,O)8·8H2O","Na_4_K_8_Ti^4+^_8_(Si_4_O_12_)_4_(O,OH)_8_·8H_2_O","Na_4_K_8_Ti_8_(Si_4_O_12_)_4_(OH,O)_8_·8H_2_O","Na K Ti Si O H","1997","monoclinic","C2/m","500","Lem-K","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Lemoynite","Lemoynite","Na2CaZr4+2Si10O26·5-6H2O","Na2CaZr2Si10O26·5-6H2O","Na_2_CaZr^4+^_2_Si_10_O_26_·5-6H_2_O","Na_2_CaZr_2_Si_10_O_26_·5-6H_2_O","Na Ca Zr Si O H","1968","monoclinic","C2/c","124","Lmo","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Lenaite","Lenaite","Ag1+Fe3+S2-2","AgFeS2","Ag^1+^Fe^3+^S^2-^_2_","AgFeS_2_","Ag Fe S","1994","tetragonal","I-42d","439.7","Ln","Abiotic, Primary; Stage 3b: Earth's earliest hydrosphere, PM14 - Hot springs & geysers"
"Lengenbachite","Lengenbachite","Ag1+4Cu1+2Pb2+18As3+12S2-39","Ag4Cu2Pb18As12S39","Ag^1+^_4_Cu^1+^_2_Pb^2+^_18_As^3+^_12_S^2-^_39_","Ag_4_Cu_2_Pb_18_As_12_S_39_","Ag Cu Pb As S","1905","triclinic","","2589","Len","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
"Leningradite","Leningradite","Pb2+Cu2+3(V5+O4)2Cl2","PbCu3(VO4)2Cl2","Pb^2+^Cu^2+^_3_(V^5+^O_4_)_2_Cl_2_","PbCu_3_(VO_4_)_2_Cl_2_","Pb Cu V O Cl","1988","orthorhombic","Ibam","3.6E-5","Lng","Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
"Lennilenapeite","Lennilenapeite","K7(Mg,Mn2+,Fe2+,Zn2+)48(Si,Al)72(O,OH)216·16H2O","K7(Mg,Mn2+,Fe2+,Zn)48(Si,Al)72(O,OH)216·16H2O","K_7_(Mg,Mn^2+^,Fe^2+^,Zn^2+^)_48_(Si,Al)_72_(O,OH)_216_·16H_2_O","K_7_(Mg,Mn^2+^,Fe^2+^,Zn)_48_(Si,Al)_72_(O,OH)_216_·16H_2_O","K Mg Mn Fe Zn Si Al O H","1982","","","1349","Lnl","Abiotic; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
"Lenoblite","Lenoblite","V4+2O4·2H2O","V4+2O4·2H2O","V^4+^_2_O_4_·2H_2_O","V^4+^_2_O_4_·2H_2_O","V O H","1970","","","1840","Lnb","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Leogangite","Leogangite","Cu2+10(As5+O4)4S6+O4(OH)6·8H2O","Cu10(AsO4)4(SO4)(OH)6·8H2O","Cu^2+^_10_(As^5+^O_4_)_4_S^6+^O_4_(OH)_6_·8H_2_O","Cu_10_(AsO_4_)_4_(SO_4_)(OH)_6_·8H_2_O","Cu As O S H","1998","monoclinic","C2/c","416","Lgg","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Leonardsenite","Leonardsenite","MgAlF5·2H2O","MgAlF5·2H2O","MgAlF_5_·2H_2_O","MgAlF_5_·2H_2_O","Mg Al F H O","2011","orthorhombic","Imma","3.6E-5","Lnd","Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
"Leonite","Leonite","K2Mg(S6+O4)2·4H2O","K2Mg(SO4)2·4H2O","K_2_Mg(S^6+^O_4_)_2_·4H_2_O","K_2_Mg(SO_4_)_2_·4H_2_O","K Mg S O H","1896","monoclinic","C2/m","290","Leo","Abiotic, Biotic, Primary; Stage 4a: Earth's earliest continental crust, PM25 - Evaporites (prebiotic), Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
"Leószilárdite","Leoszilardite","Na6Mg(U6+O2)2(CO3)6·6H2O","Na6Mg(UO2)2(CO3)6·6H2O","Na_6_Mg(U^6+^O_2_)_2_(CO_3_)_6_·6H_2_O","Na_6_Mg(UO_2_)_2_(CO_3_)_6_·6H_2_O","Na Mg U O C H","2015","monoclinic","C2/m","0","Lsz","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Lepageite","Lepageite","Mn2+3(Fe3+7Fe2+4)O3[Sb3+5As3+8O34]","Mn2+3(Fe3+7Fe2+4)O3[Sb3+5As3+8O34]","Mn^2+^_3_(Fe^3+^_7_Fe^2+^_4_)O_3_[Sb^3+^_5_As^3+^_8_O_34_]","Mn^2+^_3_(Fe^3+^_7_Fe^2+^_4_)O_3_[Sb^3+^_5_As^3+^_8_O_34_]","Mn Fe O Sb As","2018","triclinic","P-1","","Lep","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM57 - Other minerals formed by human processes"
"Lepersonnite-(Gd)","Lepersonnite-(Gd)","CaGd3+2(U6+O2)24(CO3)8Si4O28·60H2O","CaGd2(UO2)24(CO3)8Si4O28·60H2O","CaGd^3+^_2_(U^6+^O_2_)_24_(CO_3_)_8_Si_4_O_28_·60H_2_O","CaGd_2_(UO_2_)_24_(CO_3_)_8_Si_4_O_28_·60H_2_O","Ca Gd U O C Si H","1981","orthorhombic","","1800","Lps-Gd","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Lepersonnite-(Nd)","Lepersonnite-(Nd)","Nd4(U6+O2)24(SiO4)4(CO3)8(OH)28·48H2O","Nd4(UO2)24(SiO4)4(CO3)8(OH)28·48H2O","Nd_4_(U^6+^O_2_)_24_(SiO_4_)_4_(CO_3_)_8_(OH)_28_·48H_2_O","Nd_4_(UO_2_)_24_(SiO_4_)_4_(CO_3_)_8_(OH)_28_·48H_2_O","Nd U O Si C H","2022","orthorhombic","Pnnm","","Lps-Nd","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Lepidocrocite","Lepidocrocite","Fe3+O(OH)","Fe3+O(OH)","Fe^3+^O(OH)","Fe^3+^O(OH)","Fe O H","1813","orthorhombic","Bbmm|Cmcm, Cmc2_1, Amam","3640","Lpc","Abiotic, Biotic, Secondary; Stage 4a: Earth's earliest continental crust, PM24 - Authigenic minerals in terrestrial sediments, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM48 - Soil leaching zone minerals, PM49 - Oxic cellular biomineralization, Stage 10b: Anthropogenic minerals, PM57 - Other minerals formed by human processes"
"Lepkhenelmite-Zn","Lepkhenelmite-Zn","Ba2Zn2+(Ti4+,Nb5+)4(Si4O12)2(O,OH)4·7H2O","Ba2Zn(Ti,Nb)4(Si4O12)2(O,OH)4·7H2O","Ba_2_Zn^2+^(Ti^4+^,Nb^5+^)_4_(Si_4_O_12_)_2_(O,OH)_4_·7H_2_O","Ba_2_Zn(Ti,Nb)_4_(Si_4_O_12_)_2_(O,OH)_4_·7H_2_O","Ba Zn Ti Nb Si O H","2003","monoclinic","Cm","370","Lpn-Zn","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Lermontovite","Lermontovite","U4+PO4(OH)·H2O","U4+(PO4)(OH)·H2O","U^4+^PO_4_(OH)·H_2_O","U^4+^(PO_4_)(OH)·H_2_O","U P O H","1956","orthorhombic","Ccca","327","Ler","Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
